nozzle_temp,bed_temp,print_speed,layer_height,infill_density,raster_angle,orientation,warpage,build_time,energy,quality_index
208.72700594236812,47.405317153544786,35.70234102415436,0.2345405988417796,65.75967026268742,35.42719682496979,0,7.380875275991401,227.24907313089759,26.023192779068705,83.53117408043181
237.5357153204958,61.67603789513433,34.81872794431999,0.2593362794382744,84.4345863439989,42.60920934375193,0,7.5327285952024,240.16597246026777,29.46223578296354,70.79052012062391
226.59969709057026,74.91783343505634,74.3752748312622,0.1500935797584998,80.81287438321272,76.90926538819623,2,8.502629327819456,174.34473311885705,27.876645557694587,43.45821551567273
219.93292420985182,69.28899545638245,34.972771990970365,0.22497481992139978,32.311992375501895,30.600394745390293,0,7.79174216469658,217.20969367374937,25.95550168281333,81.8811563665543
197.80093202212183,72.262445914458,36.316983567717855,0.21434919662874974,31.939957579317912,78.26847163309542,0,9.246113175404341,211.8597672706167,23.773754856102823,71.72766128279338
197.79972601681013,66.35133466842869,65.56389574507782,0.2665660753576542,41.453949419593066,7.932098787902234,2,8.85522837183684,193.62504808494256,24.375735463992438,56.8699975236797
192.90418060840997,67.6910625807141,46.984390547032405,0.28121741209625206,48.88597810728298,69.91185934877677,0,8.866787147540059,216.7197220206653,25.070342382087397,67.73196283002873
233.30880728874675,73.96782606261277,66.60263341731087,0.10243135429547737,52.67644651267861,76.27928697492626,0,7.964246065795905,160.1535888887902,27.03355768484852,52.14651701590939
220.05575058716045,49.986720354367435,23.921969453863113,0.23480398381175852,74.37577734666762,16.36358875536049,2,7.497834735501039,245.46451136165922,27.962574372103855,75.4853421471543
225.4036288898023,59.576998545725615,49.25427162040306,0.1103671598239458,24.534434573266832,38.73118791349804,2,7.971957582119227,178.6903471633753,24.969022056228205,76.02184820118669
191.02922471479013,48.84837767278409,22.01681601099696,0.2097717330154712,22.77381633808531,14.894979719729006,1,7.75111070126323,229.1913091983435,22.464445307448887,60.157420612480585
238.4954926080997,79.50672031986588,23.75919220732127,0.15752654580873565,51.35284503551272,63.5943716094796,0,7.887670856381473,222.88254476312642,29.019596517371113,61.447704494073754
231.62213204002109,77.76237358746454,74.38624720066466,0.16135531990442825,75.77309537103844,48.1812991255491,1,7.614249745884992,169.2939921308318,28.03566565864706,41.09558283321161
200.6169555339138,41.57707245474023,28.35472226705571,0.1705917006904713,35.47482743651861,57.17910120374889,1,8.397520388219096,216.63677100136718,23.91017467424063,73.05201573280489
199.09124836035502,68.22300690062754,51.94524093651303,0.22425848980992202,71.32035850050013,17.683827026059003,2,7.230216862301245,210.0552586722335,25.29168473028746,73.71139407344288
199.1702254926717,77.00993269662663,44.66573615604239,0.16680999313375383,40.786251035223955,19.057127584717758,0,6.629510036570498,197.0344659451975,25.632438642613184,77.8617747380664
205.21211214797688,47.223013805093345,40.84059957553056,0.24653981011805606,90.8868887050813,3.734759295891573,0,6.007061999112604,232.47425597404666,27.137669923980315,85.36513829883737
216.23782158161188,62.717809222105174,73.99000074123634,0.18090547711477395,91.65519554132932,28.986078167615677,2,7.415926401198469,183.7093901337543,26.839187843065,48.37025311174027
211.5972509321058,76.61953190352168,21.30940380652937,0.11367064006199173,43.78297634250612,50.37701952003074,1,7.888981708514255,216.03590180131175,27.017819206138128,70.56525817780428
